"indx","location","datetime","watertemp_C","airtemp_C","rain_in","raindays","windspeed_mph","flow_cfs","par_uE","lg_prb_R2_pct","lg_prb_R3_pct","lg_prb_R4_pct","li_conc_LF_cfu","lg_prb_LF_pct","cso_CP","cyano_NewtonYC","cyano_WatertownYC","cyano_CommRowing","cyano_CRCK","cyano_HarvardWeld","cyano_RiversideBC","cyano_CRYC","cyano_UnionBC","cyano_CommBoating","cyano_CRCKKendall"
"2023","Charles","2018-07-28 12:00:00","28.21","28.44","0.00","1.54","217.20","136.30","1694.00","0.550","0.580","0.570","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2024","Charles","2018-07-28 13:00:00","28.54","29.12","0.00","1.58","217.20","137.00","1008.00","0.550","0.580","0.570","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2025","Charles","2018-07-28 14:00:00","28.80","30.03","0.00","1.63","217.20","137.00","1289.00","0.550","0.580","0.560","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2026","Charles","2018-07-28 15:00:00","28.88","30.52","0.00","1.67","217.20","137.00","982.00","0.550","0.580","0.560","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2027","Charles","2018-07-28 16:00:00","28.99","30.76","0.00","1.71","217.20","137.00","779.00","0.550","0.570","0.550","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2028","Charles","2018-07-28 17:00:00","28.89","29.74","0.00","1.75","217.20","137.00","378.00","0.550","0.570","0.550","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2029","Charles","2018-07-28 18:00:00","28.66","27.49","0.00","1.79","217.20","139.80","287.00","0.550","0.570","0.550","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2030","Charles","2018-07-28 19:00:00","28.41","26.47","0.00","1.83","217.20","140.50","93.00","0.550","0.570","0.550","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2031","Charles","2018-07-28 20:00:00","28.11","25.67","0.00","1.88","217.20","140.00","3.00","0.550","0.570","0.540","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2032","Charles","2018-07-28 21:00:00","27.84","25.04","0.00","1.92","217.20","140.00","1.00","0.550","0.570","0.540","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2033","Charles","2018-07-28 22:00:00","27.72","24.67","0.00","1.96","217.20","139.30","1.00","0.550","0.560","0.540","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2034","Charles","2018-07-28 23:00:00","27.64","24.83","0.00","2.00","217.20","140.00","1.00","0.550","0.560","0.540","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2035","Charles","2018-07-29 00:00:00","27.48","24.73","0.00","2.04","217.20","141.50","1.00","0.550","0.560","0.540","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2036","Charles","2018-07-29 01:00:00","27.42","24.43","0.00","2.08","217.20","142.00","1.00","0.550","0.560","0.540","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2037","Charles","2018-07-29 02:00:00","27.34","24.05","0.00","2.13","217.20","142.00","1.00","0.550","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2038","Charles","2018-07-29 03:00:00","27.28","23.59","0.00","2.17","217.20","142.80","1.00","0.550","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2039","Charles","2018-07-29 04:00:00","27.19","23.39","0.00","2.21","217.20","142.80","1.00","0.550","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2040","Charles","2018-07-29 05:00:00","27.10","23.05","0.00","2.25","217.20","142.80","9.00","0.550","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2041","Charles","2018-07-29 06:00:00","27.05","22.92","0.00","2.29","217.20","144.30","126.00","0.550","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2042","Charles","2018-07-29 07:00:00","27.01","23.43","0.00","2.33","217.20","145.00","541.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2043","Charles","2018-07-29 08:00:00","27.21","24.34","0.00","2.38","217.20","145.00","976.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2044","Charles","2018-07-29 09:00:00","27.46","24.74","0.00","2.42","217.20","145.00","1260.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2045","Charles","2018-07-29 10:00:00","27.55","25.50","0.00","2.46","217.20","145.00","1237.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2046","Charles","2018-07-29 11:00:00","27.71","25.51","0.00","2.50","217.20","146.50","1453.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2047","Charles","2018-07-29 12:00:00","27.83","26.18","0.00","2.54","217.20","147.00","1782.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2048","Charles","2018-07-29 13:00:00","27.99","26.43","0.00","2.58","217.20","146.00","1405.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2049","Charles","2018-07-29 14:00:00","28.08","26.60","0.00","2.63","217.20","145.50","1077.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2050","Charles","2018-07-29 15:00:00","28.22","26.82","0.00","2.67","217.20","146.00","1358.00","0.550","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2051","Charles","2018-07-29 16:00:00","28.19","26.98","0.00","2.71","217.20","145.50","805.00","0.560","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2052","Charles","2018-07-29 17:00:00","28.03","27.07","0.00","2.75","217.20","145.00","616.00","0.560","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2053","Charles","2018-07-29 18:00:00","27.93","27.30","0.00","2.79","217.20","146.00","418.00","0.560","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2054","Charles","2018-07-29 19:00:00","27.81","26.91","0.00","2.83","217.20","146.50","138.00","0.550","0.540","0.510","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2055","Charles","2018-07-29 20:00:00","27.72","26.35","0.00","2.88","217.20","147.00","4.00","0.550","0.540","0.510","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2056","Charles","2018-07-29 21:00:00","27.53","25.70","0.00","2.92","217.20","147.00","1.00","0.550","0.540","0.510","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2057","Charles","2018-07-29 22:00:00","27.47","24.93","0.00","2.96","217.20","147.80","1.00","0.550","0.540","0.510","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2058","Charles","2018-07-29 23:00:00","27.33","24.20","0.00","3.00","217.20","150.00","1.00","0.550","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2059","Charles","2018-07-30 00:00:00","27.23","23.50","0.00","3.04","217.20","150.00","1.00","0.550","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2060","Charles","2018-07-30 01:00:00","27.13","22.74","0.00","3.08","217.20","150.00","1.00","0.550","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2061","Charles","2018-07-30 02:00:00","27.04","22.19","0.00","3.13","217.20","150.00","1.00","0.550","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2062","Charles","2018-07-30 03:00:00","26.98","21.92","0.00","3.17","217.20","151.50","1.00","0.550","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2063","Charles","2018-07-30 04:00:00","26.88","21.55","0.00","3.21","217.20","152.30","1.00","0.550","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2064","Charles","2018-07-30 05:00:00","26.80","21.22","0.00","3.25","217.20","152.30","9.00","0.550","0.530","0.490","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2065","Charles","2018-07-30 06:00:00","26.76","21.48","0.00","3.29","217.20","151.50","176.00","0.550","0.530","0.490","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2066","Charles","2018-07-30 07:00:00","26.75","22.01","0.00","3.33","217.20","152.30","513.00","0.550","0.530","0.490","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2067","Charles","2018-07-30 08:00:00","26.86","23.22","0.00","3.38","217.20","153.00","753.00","0.550","0.530","0.490","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2068","Charles","2018-07-30 09:00:00","27.03","26.22","0.00","3.42","217.20","153.00","1272.00","0.550","0.530","0.480","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2069","Charles","2018-07-30 10:00:00","27.29","26.25","0.00","3.46","217.20","153.00","1439.00","0.550","0.530","0.480","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2070","Charles","2018-07-30 11:00:00","27.53","26.94","0.00","3.50","217.20","154.50","1508.00","0.550","0.530","0.480","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2071","Charles","2018-07-30 12:00:00","27.81","28.18","0.00","3.54","217.20","155.30","1874.00","0.550","0.520","0.480","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2072","Charles","2018-07-30 13:00:00","28.17","28.20","0.00","3.58","217.20","154.50","1491.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2073","Charles","2018-07-30 14:00:00","28.37","28.11","0.00","3.63","217.20","155.00","1241.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2074","Charles","2018-07-30 15:00:00","28.15","27.42","0.00","3.67","217.20","155.00","752.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2075","Charles","2018-07-30 16:00:00","27.94","27.12","0.00","3.71","217.20","156.50","536.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2076","Charles","2018-07-30 17:00:00","27.65","26.74","0.00","3.75","217.20","155.00","419.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2077","Charles","2018-07-30 18:00:00","27.30","26.13","0.00","3.79","217.20","155.00","205.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2078","Charles","2018-07-30 19:00:00","27.14","25.41","0.00","3.83","217.20","155.00","49.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2079","Charles","2018-07-30 20:00:00","27.00","24.76","0.00","3.88","217.20","155.00","2.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2080","Charles","2018-07-30 21:00:00","26.88","24.30","0.00","3.92","217.20","154.00","1.00","0.550","0.520","0.470","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2081","Charles","2018-07-30 22:00:00","26.79","23.57","0.00","3.96","217.20","153.50","1.00","0.550","0.520","0.460","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2082","Charles","2018-07-30 23:00:00","26.73","23.17","0.00","4.00","217.20","153.00","1.00","0.550","0.520","0.460","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2083","Charles","2018-07-31 00:00:00","26.66","22.66","0.00","4.04","217.20","153.50","1.00","0.550","0.510","0.460","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2084","Charles","2018-07-31 01:00:00","26.60","22.14","0.00","4.08","217.20","153.00","1.00","0.550","0.510","0.460","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2085","Charles","2018-07-31 02:00:00","26.54","21.61","0.00","4.13","217.20","153.00","1.00","0.540","0.510","0.460","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2086","Charles","2018-07-31 03:00:00","26.48","21.38","0.00","4.17","217.20","153.00","1.00","0.540","0.510","0.460","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2087","Charles","2018-07-31 04:00:00","26.43","20.96","0.00","4.21","217.20","153.00","1.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2088","Charles","2018-07-31 05:00:00","26.38","20.67","0.00","4.25","217.20","150.80","7.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2089","Charles","2018-07-31 06:00:00","26.32","20.90","0.00","4.29","217.20","150.00","166.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2090","Charles","2018-07-31 07:00:00","26.34","21.70","0.00","4.33","217.20","150.00","518.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2091","Charles","2018-07-31 08:00:00","26.47","23.74","0.00","4.38","217.20","148.50","965.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2092","Charles","2018-07-31 09:00:00","26.56","24.79","0.00","4.42","217.20","148.50","1091.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2093","Charles","2018-07-31 10:00:00","26.84","26.18","0.00","4.46","217.20","147.00","1599.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2094","Charles","2018-07-31 11:00:00","27.27","27.14","0.00","4.50","217.20","147.80","1281.00","0.540","0.510","0.450","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2095","Charles","2018-07-31 12:00:00","27.67","28.50","0.00","4.54","217.20","147.00","1859.00","0.540","0.500","0.440","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2096","Charles","2018-07-31 13:00:00","28.16","29.15","0.00","4.58","217.20","147.00","1730.00","0.540","0.500","0.440","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2097","Charles","2018-07-31 14:00:00","28.33","28.45","0.00","4.63","217.20","147.80","1498.00","0.540","0.500","0.440","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2098","Charles","2018-07-31 15:00:00","28.26","28.14","0.00","4.67","217.20","145.50","1574.00","0.540","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2099","Charles","2018-07-31 16:00:00","28.30","28.35","0.00","4.71","217.20","145.00","1197.00","0.540","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2100","Charles","2018-07-31 17:00:00","28.13","28.33","0.00","4.75","217.20","145.00","695.00","0.540","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2101","Charles","2018-07-31 18:00:00","27.63","28.03","0.00","4.79","217.20","142.00","191.00","0.540","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2102","Charles","2018-07-31 19:00:00","27.31","26.84","0.00","4.83","217.20","140.00","68.00","0.540","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2103","Charles","2018-07-31 20:00:00","27.09","26.29","0.00","4.88","217.20","140.00","3.00","0.540","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2104","Charles","2018-07-31 21:00:00","26.87","26.16","0.00","4.92","217.20","141.00","1.00","0.530","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2105","Charles","2018-07-31 22:00:00","26.64","25.15","0.00","4.96","217.20","142.00","1.00","0.530","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2106","Charles","2018-07-31 23:00:00","26.44","24.38","0.00","5.00","217.20","142.00","1.00","0.530","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2107","Charles","2018-08-01 00:00:00","26.37","23.54","0.00","5.04","217.20","141.00","1.00","0.530","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2108","Charles","2018-08-01 01:00:00","26.25","22.88","0.00","5.08","217.20","140.00","1.00","0.530","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2109","Charles","2018-08-01 02:00:00","26.15","22.30","0.00","5.13","217.20","140.00","1.00","0.530","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2110","Charles","2018-08-01 03:00:00","26.07","22.03","0.00","5.17","217.20","137.00","1.00","0.530","0.490","0.420","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2111","Charles","2018-08-01 04:00:00","26.01","21.48","0.00","5.21","217.20","137.00","1.00","0.530","0.490","0.420","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2112","Charles","2018-08-01 05:00:00","25.87","21.31","0.00","5.25","217.20","135.50","6.00","0.530","0.490","0.420","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2113","Charles","2018-08-01 06:00:00","25.92","21.76","0.00","5.29","217.20","134.00","159.00","0.530","0.490","0.420","0.0","0.000","0","0","0","0","0","0","0","1","1","1","1"
"2114","Charles","2018-08-01 07:00:00","25.96","22.39","0.00","5.33","217.20","132.00","241.00","0.520","0.490","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2115","Charles","2018-08-01 08:00:00","26.05","23.21","0.00","5.38","217.20","132.00","616.00","0.520","0.490","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2116","Charles","2018-08-01 09:00:00","26.40","24.56","0.00","5.42","217.20","132.50","1011.00","0.520","0.490","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2117","Charles","2018-08-01 10:00:00","26.44","25.17","0.00","5.46","217.20","132.00","567.00","0.520","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2118","Charles","2018-08-01 11:00:00","26.46","24.96","0.00","5.50","217.20","132.00","530.00","0.530","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2119","Charles","2018-08-01 12:00:00","26.52","24.69","0.00","5.54","217.20","130.50","664.00","0.530","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2120","Charles","2018-08-01 13:00:00","26.57","25.52","0.00","5.58","217.20","130.50","518.00","0.530","0.510","0.440","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2121","Charles","2018-08-01 14:00:00","26.72","26.90","0.00","5.63","217.20","130.00","633.00","0.530","0.510","0.440","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2122","Charles","2018-08-01 15:00:00","26.80","28.25","0.00","5.67","217.20","130.50","1364.00","0.530","0.500","0.440","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2123","Charles","2018-08-01 16:00:00","26.92","29.12","0.00","5.71","217.20","132.00","647.00","0.520","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2124","Charles","2018-08-01 17:00:00","26.86","28.46","0.00","5.75","217.20","131.00","333.00","0.520","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2125","Charles","2018-08-01 18:00:00","26.68","28.65","0.00","5.79","217.20","130.00","323.00","0.520","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2126","Charles","2018-08-01 19:00:00","26.48","27.59","0.00","5.83","217.20","129.30","73.00","0.520","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2127","Charles","2018-08-01 20:00:00","26.39","27.00","0.00","5.88","217.20","127.00","3.00","0.520","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2128","Charles","2018-08-01 21:00:00","26.28","26.51","0.00","5.92","217.20","126.00","1.00","0.520","0.500","0.430","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2129","Charles","2018-08-01 22:00:00","26.22","26.20","0.00","5.96","217.20","125.00","1.00","0.520","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2130","Charles","2018-08-01 23:00:00","26.30","26.00","0.00","6.00","217.20","125.00","1.00","0.520","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2131","Charles","2018-08-02 00:00:00","26.19","25.80","0.00","6.04","217.20","123.50","1.00","0.510","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2132","Charles","2018-08-02 01:00:00","26.24","25.53","0.00","6.08","217.20","123.00","1.00","0.510","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2133","Charles","2018-08-02 02:00:00","26.24","25.52","0.00","6.13","217.20","122.50","1.00","0.510","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2134","Charles","2018-08-02 03:00:00","26.17","25.57","0.00","6.17","217.20","121.00","1.00","0.510","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2135","Charles","2018-08-02 04:00:00","26.09","25.46","0.00","6.21","217.20","120.50","1.00","0.510","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2136","Charles","2018-08-02 05:00:00","26.04","25.59","0.00","6.25","217.20","119.00","7.00","0.500","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2137","Charles","2018-08-02 06:00:00","26.14","26.03","0.00","6.29","217.20","116.00","167.00","0.500","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2138","Charles","2018-08-02 07:00:00","26.32","26.93","0.00","6.33","217.20","117.50","471.00","0.500","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2139","Charles","2018-08-02 08:00:00","26.47","27.14","0.00","6.38","217.20","119.00","553.00","0.490","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2140","Charles","2018-08-02 09:00:00","26.83","28.01","0.00","6.42","217.20","119.00","1367.00","0.490","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2141","Charles","2018-08-02 10:00:00","27.19","29.04","0.00","6.46","217.20","116.00","1638.00","0.490","0.500","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2142","Charles","2018-08-02 11:00:00","27.70","29.78","0.00","6.50","217.20","115.50","1838.00","0.490","0.500","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2143","Charles","2018-08-02 12:00:00","27.89","30.75","0.00","6.54","217.20","114.00","1937.00","0.490","0.500","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2144","Charles","2018-08-02 13:00:00","28.20","31.57","0.00","6.58","217.20","112.00","1937.00","0.480","0.500","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2145","Charles","2018-08-02 14:00:00","28.40","31.90","0.00","6.63","217.20","112.00","1624.00","0.480","0.500","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2146","Charles","2018-08-02 15:00:00","28.38","31.94","0.00","6.67","217.20","111.00","758.00","0.480","0.500","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2147","Charles","2018-08-02 16:00:00","28.39","32.37","0.00","6.71","217.20","109.50","1244.00","0.480","0.500","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2148","Charles","2018-08-02 17:00:00","28.21","31.76","0.00","6.75","217.20","109.00","488.00","0.480","0.510","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2149","Charles","2018-08-02 18:00:00","27.88","30.91","0.00","6.79","217.20","108.00","117.00","0.480","0.510","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2150","Charles","2018-08-02 19:00:00","27.71","28.49","0.00","6.83","217.20","108.50","40.00","0.480","0.510","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2151","Charles","2018-08-02 20:00:00","27.56","26.12","0.00","6.88","217.20","106.00","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2152","Charles","2018-08-02 21:00:00","27.43","25.94","0.00","6.92","217.20","106.00","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2153","Charles","2018-08-02 22:00:00","27.33","25.51","0.00","6.96","217.20","106.00","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2154","Charles","2018-08-02 23:00:00","27.17","26.02","0.00","7.00","217.20","106.00","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2155","Charles","2018-08-03 00:00:00","27.03","25.71","0.00","7.04","217.20","107.50","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2156","Charles","2018-08-03 01:00:00","26.95","25.59","0.00","7.08","217.20","108.00","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2157","Charles","2018-08-03 02:00:00","26.92","25.45","0.00","7.13","217.20","108.00","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2158","Charles","2018-08-03 03:00:00","26.87","25.38","0.00","7.17","217.20","108.00","1.00","0.480","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2159","Charles","2018-08-03 04:00:00","26.85","25.48","0.00","7.21","217.20","108.00","1.00","0.490","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2160","Charles","2018-08-03 05:00:00","26.80","25.59","0.00","7.25","217.20","108.00","6.00","0.490","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2161","Charles","2018-08-03 06:00:00","26.76","25.95","0.00","7.29","217.20","106.50","173.00","0.490","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2162","Charles","2018-08-03 07:00:00","26.80","26.17","0.00","7.33","217.20","106.00","307.00","0.490","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2163","Charles","2018-08-03 08:00:00","26.99","26.71","0.00","7.38","217.20","106.00","609.00","0.490","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2164","Charles","2018-08-03 09:00:00","27.20","27.25","0.00","7.42","217.20","105.00","453.00","0.490","0.520","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2165","Charles","2018-08-03 10:00:00","27.42","28.09","0.00","7.46","217.20","104.50","886.00","0.490","0.510","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2166","Charles","2018-08-03 11:00:00","27.79","29.01","0.00","7.50","217.20","103.00","1462.00","0.490","0.510","0.400","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2167","Charles","2018-08-03 12:00:00","28.12","30.10","0.00","7.54","217.20","102.00","1849.00","0.490","0.510","0.390","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2168","Charles","2018-08-03 13:00:00","28.51","30.09","0.00","7.58","217.20","102.00","1233.00","0.490","0.510","0.390","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2169","Charles","2018-08-03 14:00:00","28.58","28.08","0.05","7.63","217.20","101.50","1113.00","0.500","0.500","0.380","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2170","Charles","2018-08-03 15:00:00","28.90","29.68","0.00","7.67","217.20","98.30","1738.00","0.500","0.500","0.380","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2171","Charles","2018-08-03 16:00:00","29.22","30.93","0.00","7.71","217.20","100.40","1166.00","0.500","0.500","0.380","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
