"indx","location","datetime","watertemp_C","airtemp_C","rain_in","raindays","windspeed_mph","flow_cfs","par_uE","lg_prb_R2_pct","lg_prb_R3_pct","lg_prb_R4_pct","li_conc_LF_cfu","lg_prb_LF_pct","cso_CP","cyano_NewtonYC","cyano_WatertownYC","cyano_CommRowing","cyano_CRCK","cyano_HarvardWeld","cyano_RiversideBC","cyano_CRYC","cyano_UnionBC","cyano_CommBoating","cyano_CRCKKendall"
"425","Charles","2018-05-18 16:00:00","-87.36","12.54","0.00","2.75","0.00","575.00","1147.00","0.000","0.010","0.010","318791.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"426","Charles","2018-05-18 17:00:00","-85.88","12.23","0.00","2.79","0.00","575.00","523.00","0.000","0.010","0.010","317436.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"427","Charles","2018-05-18 18:00:00","-86.17","12.45","0.00","2.83","0.00","575.00","315.00","0.000","0.010","0.010","316339.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"428","Charles","2018-05-18 19:00:00","-85.32","11.39","0.00","2.88","0.00","575.00","85.00","0.000","0.010","0.010","314472.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"429","Charles","2018-05-18 20:00:00","-84.01","10.91","0.00","2.92","0.00","567.50","2.00","0.000","0.010","0.010","311334.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"430","Charles","2018-05-18 21:00:00","-84.79","10.83","0.00","2.96","0.00","559.00","1.00","0.000","0.010","0.010","308743.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"431","Charles","2018-05-18 22:00:00","-84.79","10.55","0.00","3.00","0.00","554.80","1.00","0.000","0.010","0.010","306112.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"432","Charles","2018-05-18 23:00:00","-84.27","10.50","0.00","3.04","0.00","551.00","1.00","0.000","0.010","0.010","302983.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"433","Charles","2018-05-19 00:00:00","-84.27","10.48","0.00","3.08","0.00","546.00","1.00","0.000","0.010","0.010","299813.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"434","Charles","2018-05-19 01:00:00","-84.79","10.14","0.00","3.13","0.00","544.80","1.00","0.000","0.010","0.010","297415.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"435","Charles","2018-05-19 02:00:00","-84.27","9.96","0.00","3.17","0.00","542.30","1.00","0.000","0.010","0.010","294834.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"436","Charles","2018-05-19 03:00:00","-84.53","9.81","0.00","3.21","0.00","541.00","1.00","0.000","0.010","0.010","292742.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"437","Charles","2018-05-19 04:00:00","-84.27","9.42","0.00","3.25","0.00","543.50","1.00","0.000","0.010","0.010","290422.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"438","Charles","2018-05-19 05:00:00","-84.01","9.07","0.00","3.29","0.00","542.30","16.00","0.000","0.010","0.010","288367.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"439","Charles","2018-05-19 06:00:00","-84.53","9.53","0.00","3.33","0.00","544.80","197.00","0.000","0.010","0.010","287073.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"440","Charles","2018-05-19 07:00:00","-85.58","11.14","0.00","3.38","0.00","546.00","658.00","0.000","0.010","0.010","286707.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"441","Charles","2018-05-19 08:00:00","-85.58","11.77","0.00","3.42","0.00","546.00","850.00","0.000","0.010","0.010","286358.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"442","Charles","2018-05-19 09:00:00","-85.58","12.26","0.00","3.46","0.00","547.30","1319.00","0.000","0.010","0.010","285975.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"443","Charles","2018-05-19 10:00:00","-85.58","12.23","0.00","3.50","0.00","551.00","1125.00","0.000","0.010","0.010","285879.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"444","Charles","2018-05-19 11:00:00","-85.58","11.96","0.00","3.54","0.00","551.00","998.00","0.000","0.010","0.010","285748.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"445","Charles","2018-05-19 12:00:00","-85.58","11.62","0.00","3.58","0.00","547.30","724.00","0.000","0.010","0.010","286193.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"446","Charles","2018-05-19 13:00:00","-85.32","10.90","0.02","3.63","0.00","539.00","463.00","0.000","0.010","0.010","295172.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"447","Charles","2018-05-19 14:00:00","-84.79","10.80","0.03","3.67","0.00","527.30","392.00","0.000","0.010","0.010","305961.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"448","Charles","2018-05-19 15:00:00","-85.32","10.58","0.03","3.71","0.00","520.50","284.00","0.000","0.010","0.010","318181.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"449","Charles","2018-05-19 16:00:00","-84.27","10.55","0.01","3.75","0.00","512.80","210.00","0.000","0.010","0.010","319646.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"450","Charles","2018-05-19 17:00:00","-85.58","10.78","0.02","3.79","0.00","509.00","107.00","0.000","0.010","0.010","335948.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"451","Charles","2018-05-19 18:00:00","-85.32","10.79","0.01","3.83","0.00","505.30","84.00","0.000","0.010","0.010","340586.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"452","Charles","2018-05-19 19:00:00","-85.58","11.07","0.01","3.88","0.00","504.00","16.00","0.000","0.010","0.010","345393.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"453","Charles","2018-05-19 20:00:00","-85.58","11.80","0.00","3.92","0.00","504.00","1.00","0.000","0.010","0.010","345893.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"454","Charles","2018-05-19 21:00:00","-85.58","12.18","0.01","3.96","0.00","504.00","1.00","0.000","0.010","0.010","350579.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"455","Charles","2018-05-19 22:00:00","-85.58","12.26","0.01","4.00","0.00","504.00","1.00","0.000","0.010","0.010","355400.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"456","Charles","2018-05-19 23:00:00","-85.58","12.41","0.00","4.04","0.00","504.00","1.00","0.000","0.010","0.010","355926.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"457","Charles","2018-05-20 00:00:00","-85.58","12.53","0.02","4.08","0.00","505.30","1.00","0.000","0.010","0.010","366616.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"458","Charles","2018-05-20 01:00:00","-85.58","13.08","0.01","4.13","0.00","509.00","1.00","0.000","0.010","0.010","371934.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"459","Charles","2018-05-20 02:00:00","-85.88","14.39","0.01","4.17","0.00","512.80","1.00","0.000","0.010","0.010","378366.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"460","Charles","2018-05-20 03:00:00","-87.36","15.37","0.02","4.21","0.00","516.00","1.00","0.000","0.010","0.010","391797.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"461","Charles","2018-05-20 04:00:00","-87.36","16.55","0.00","4.25","0.00","518.00","1.00","0.000","0.010","0.010","394875.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"462","Charles","2018-05-20 05:00:00","-87.36","17.79","0.00","4.29","0.00","518.00","20.00","0.000","0.010","0.010","398306.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"463","Charles","2018-05-20 06:00:00","-87.36","18.78","0.00","4.33","0.00","520.50","143.00","0.000","0.010","0.010","401149.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"464","Charles","2018-05-20 07:00:00","-87.36","19.68","0.00","4.38","0.00","526.00","225.00","0.000","0.010","0.010","402848.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"465","Charles","2018-05-20 08:00:00","-87.36","20.26","0.00","4.42","0.00","527.00","385.00","0.000","0.010","0.010","404575.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"466","Charles","2018-05-20 09:00:00","-87.36","20.82","0.00","4.46","0.00","529.50","448.00","0.000","0.010","0.010","406334.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"467","Charles","2018-05-20 10:00:00","-87.36","21.24","0.00","4.50","0.00","529.50","481.00","0.000","0.010","0.010","408021.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"468","Charles","2018-05-20 11:00:00","-87.36","22.09","0.00","4.54","0.00","530.80","824.00","0.000","0.010","0.010","409743.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"469","Charles","2018-05-20 12:00:00","-87.36","23.11","0.00","4.58","0.00","532.00","1413.00","0.000","0.010","0.010","411576.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"470","Charles","2018-05-20 13:00:00","-87.36","23.85","0.00","4.63","0.00","532.00","1972.00","0.000","0.010","0.010","413916.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"471","Charles","2018-05-20 14:00:00","-87.36","24.37","0.00","4.67","0.00","530.80","790.00","0.000","0.010","0.010","417151.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"472","Charles","2018-05-20 15:00:00","-87.36","23.42","0.00","4.71","0.00","529.50","262.00","0.000","0.010","0.010","419874.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"473","Charles","2018-05-20 16:00:00","-87.36","22.74","0.02","4.75","0.00","538.00","632.00","0.000","0.010","0.010","436250.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"474","Charles","2018-05-20 17:00:00","-87.36","24.13","0.00","4.79","0.00","537.00","583.00","0.000","0.010","0.010","439194.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"475","Charles","2018-05-20 18:00:00","-87.36","23.59","0.00","4.83","0.00","535.80","131.00","0.000","0.010","0.010","442555.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"476","Charles","2018-05-20 19:00:00","-87.36","22.94","0.00","4.88","0.00","537.00","113.00","0.000","0.010","0.010","445655.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"477","Charles","2018-05-20 20:00:00","-87.36","22.18","0.00","4.92","0.00","537.00","4.00","0.000","0.010","0.010","448774.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"478","Charles","2018-05-20 21:00:00","-87.36","21.19","0.00","4.96","0.00","537.00","1.00","0.000","0.010","0.010","451914.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"479","Charles","2018-05-20 22:00:00","-87.36","20.16","0.00","5.00","0.00","537.00","1.00","0.000","0.010","0.010","455073.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"480","Charles","2018-05-20 23:00:00","-87.36","19.23","0.00","5.04","0.00","537.00","1.00","0.000","0.010","0.010","458252.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"481","Charles","2018-05-21 00:00:00","-87.36","18.21","0.00","5.08","0.00","537.00","1.00","0.000","0.010","0.010","461421.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"482","Charles","2018-05-21 01:00:00","-87.36","17.42","0.00","5.13","0.00","537.00","1.00","0.000","0.010","0.010","464522.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"483","Charles","2018-05-21 02:00:00","-87.36","16.71","0.00","5.17","0.00","537.00","1.00","0.000","0.010","0.010","467137.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"484","Charles","2018-05-21 03:00:00","-86.47","15.68","0.00","5.21","0.00","539.00","1.00","0.000","0.010","0.010","466455.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"485","Charles","2018-05-21 04:00:00","-85.88","15.08","0.00","5.25","0.00","538.00","1.00","0.000","0.010","0.010","464890.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"486","Charles","2018-05-21 05:00:00","-85.88","14.31","0.00","5.29","0.00","537.00","25.00","0.000","0.010","0.010","463306.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"487","Charles","2018-05-21 06:00:00","-86.17","14.88","0.00","5.33","0.00","537.00","302.00","0.000","0.010","0.010","462064.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"488","Charles","2018-05-21 07:00:00","-85.58","15.64","0.00","5.38","0.00","537.00","717.00","0.000","0.010","0.010","459893.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"489","Charles","2018-05-21 08:00:00","-85.88","16.79","0.00","5.42","0.00","537.00","1113.00","0.000","0.010","0.010","458116.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"490","Charles","2018-05-21 09:00:00","-86.17","18.42","0.00","5.46","0.00","537.00","1458.00","0.000","0.010","0.010","456679.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"491","Charles","2018-05-21 10:00:00","-85.58","19.31","0.00","5.50","0.00","537.00","1733.00","0.000","0.010","0.010","454453.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"492","Charles","2018-05-21 11:00:00","-85.58","20.04","0.00","5.54","0.00","537.00","1915.00","0.000","0.010","0.000","452208.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"493","Charles","2018-05-21 12:00:00","-86.47","21.09","0.00","5.58","0.00","533.30","1992.00","0.000","0.010","0.000","451049.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"494","Charles","2018-05-21 13:00:00","-87.06","22.12","0.00","5.63","0.00","525.00","1967.00","0.000","0.010","0.000","435604.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"495","Charles","2018-05-21 14:00:00","-87.36","23.31","0.00","5.67","0.00","518.00","1834.00","0.000","0.010","0.000","413926.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"496","Charles","2018-05-21 15:00:00","-87.36","24.21","0.00","5.71","0.00","511.50","1576.00","0.000","0.010","0.000","393222.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"497","Charles","2018-05-21 16:00:00","-87.36","24.67","0.00","5.75","0.00","507.80","1270.00","0.000","0.010","0.000","386080.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"498","Charles","2018-05-21 17:00:00","-87.36","25.16","0.00","5.79","0.00","500.00","675.00","0.000","0.010","0.000","372621.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"499","Charles","2018-05-21 18:00:00","-87.36","25.19","0.00","5.83","0.00","496.30","339.00","0.000","0.010","0.000","365676.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"500","Charles","2018-05-21 19:00:00","-87.36","23.78","0.00","5.88","0.00","493.00","132.00","0.000","0.010","0.000","358775.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"501","Charles","2018-05-21 20:00:00","-87.36","20.89","0.00","5.92","0.00","491.00","4.00","0.000","0.010","0.000","357929.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"502","Charles","2018-05-21 21:00:00","-87.36","19.95","0.00","5.96","0.00","486.00","1.00","0.000","0.010","0.000","351041.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"503","Charles","2018-05-21 22:00:00","-87.36","19.15","0.00","6.00","0.00","486.00","1.00","0.000","0.010","0.000","344283.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"504","Charles","2018-05-21 23:00:00","-87.36","18.46","0.00","6.04","0.00","486.00","1.00","0.000","0.010","0.000","343372.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"505","Charles","2018-05-22 00:00:00","-87.36","17.73","0.00","6.08","0.00","486.00","1.00","0.000","0.010","0.000","331144.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"506","Charles","2018-05-22 01:00:00","-86.77","17.00","0.00","6.13","0.00","483.00","1.00","0.000","0.010","0.000","324140.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"507","Charles","2018-05-22 02:00:00","-86.77","16.63","0.00","6.17","0.00","482.00","1.00","0.000","0.010","0.000","317265.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"508","Charles","2018-05-22 03:00:00","-87.06","16.47","0.00","6.21","0.00","484.00","1.00","0.000","0.010","0.000","306425.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"509","Charles","2018-05-22 04:00:00","-86.77","16.00","0.00","6.25","0.00","485.00","1.00","0.000","0.010","0.000","306369.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"510","Charles","2018-05-22 05:00:00","-85.88","15.73","0.00","6.29","0.00","483.00","29.00","0.000","0.010","0.000","305488.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"511","Charles","2018-05-22 06:00:00","-86.17","16.41","0.00","6.33","0.00","482.00","273.00","0.000","0.010","0.000","304589.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"512","Charles","2018-05-22 07:00:00","-87.36","17.42","0.00","6.38","0.00","482.00","338.00","0.000","0.010","0.000","305292.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"513","Charles","2018-05-22 08:00:00","-87.06","19.18","0.00","6.42","0.00","482.00","669.00","0.000","0.010","0.000","305450.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"514","Charles","2018-05-22 09:00:00","-87.36","20.32","0.00","6.46","0.00","482.00","352.00","0.000","0.010","0.000","305613.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"515","Charles","2018-05-22 10:00:00","-87.36","20.14","0.00","6.50","0.00","482.00","243.00","0.000","0.010","0.000","306306.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"516","Charles","2018-05-22 11:00:00","-87.36","18.66","0.00","6.54","0.00","482.00","466.00","0.000","0.010","0.000","306996.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"517","Charles","2018-05-22 12:00:00","-87.36","18.24","0.00","6.58","0.00","482.00","382.00","0.000","0.010","0.000","306937.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"518","Charles","2018-05-22 13:00:00","-87.36","17.71","0.00","6.63","0.00","482.00","357.00","0.000","0.010","0.000","306480.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"519","Charles","2018-05-22 14:00:00","-87.36","17.59","0.00","6.67","0.00","469.80","400.00","0.000","0.010","0.000","305661.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"520","Charles","2018-05-22 15:00:00","-87.36","18.17","0.00","6.71","0.00","428.00","314.00","0.000","0.010","0.000","304240.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"521","Charles","2018-05-22 16:00:00","-87.36","18.38","0.00","6.75","0.00","401.50","265.00","0.000","0.010","0.000","292433.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"522","Charles","2018-05-22 17:00:00","-87.36","18.37","0.00","6.79","0.00","398.00","128.00","0.000","0.010","0.000","304552.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"523","Charles","2018-05-22 18:00:00","-87.36","17.35","0.00","6.83","0.00","395.00","65.00","0.000","0.010","0.000","326502.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"524","Charles","2018-05-22 19:00:00","-86.17","15.40","0.00","6.88","0.00","389.30","16.00","0.000","0.010","0.000","340740.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"525","Charles","2018-05-22 20:00:00","-85.58","14.68","0.00","6.92","0.00","386.00","1.00","0.000","0.010","0.000","351858.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"526","Charles","2018-05-22 21:00:00","-85.58","14.06","0.00","6.96","0.00","386.00","1.00","0.000","0.010","0.000","359233.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"527","Charles","2018-05-22 22:00:00","-85.58","13.60","0.00","7.00","0.00","383.50","1.00","0.000","0.010","0.000","359319.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
